Recording,Participant,Timeline,TOI,Interval,Media,SV_rest,SV_Text,AOI,AOI_rest,AOI_sentence,Duration_of_interval,Start_of_interval,Last_key_press,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Last_AOI_viewed,AOI_at_interval_end,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Total_duration_of_Glances,Average_duration_of_Glances,Minimum_duration_of_Glances,Maximum_duration_of_Glances,Number_of_Glances,Time_to_first_Glance,Duration_of_first_Glance,Number_of_mouse_clicks,Time_to_first_mouse_click,Time_from_first_fixation_to_mouse_click,Number_of_mouse_clicks_and_releases,Time_to_first_mouse_click_and_release,Time_from_first_fixation_to_mouse_click_and_release,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade,Character_index,Word_index,Sentence_index,AOI_string,Text_unit_type,Number_of_units,First-pass_first_fixation_duration,First-pass_duration,Selective_regression-path_duration,First-pass_regression,Total_duration_of_fixations.1,Regression-path_duration,Re-reading_duration
Recording1,son,Version1,TOI_Text2,1,文章36_2,,SV_Text_画面2,また、ディープラーニングシステムの公平性を評価・保持することはきわめて難しく、技術的にも高度な課題となる。,,Tag11,66885,460966,,4232,235.0,77.0,465.0,18,15828.0,465.0,"また、ディープラーニングシステムの公平性を評価・保持することはきわめて難しく、技術的にも高度な課題となる。,公","また、ディープラーニングシステムの公平性を評価・保持することはきわめて難しく、技術的にも高度な課題となる。,公",2.29,4061,239.0,77.0,465.0,17,15828.0,465.0,2.2879,5002,1667.0,171.0,3541.0,3,15828.0,3541.0,5201,1734.0,238.0,3619.0,3,15749.0,3619.0,0,,,0,,,13,15749.0,26660.0,434.38,78.59,,,3,また、ディープラーニングシステムの公平性を評価・保持することはきわめて難しく、技術的にも高度な課題となる。,Sentence,1.0,465.0,3036.0,3036.0,0.0,4232.0,3036.0,0.0
Recording1,son,Version1,TOI_Text2,1,文章36_2,,SV_Text_画面2,アマゾンの履歴書スクリーニングシステムで判明したように、ただアルゴリズムを微調整して人種や性別などのパラメータを無視させるだけでは、適切な解決にはならない。,,Tag12,66885,460966,,11107,236.0,69.0,567.0,47,19538.0,131.0,"また、ディープラーニングシステムの公平性を評価・保持することはきわめて難しく、技術的にも高度な課題となる。,公","また、ディープラーニングシステムの公平性を評価・保持することはきわめて難しく、技術的にも高度な課題となる。,公",2.28028,11107,236.0,69.0,567.0,47,19538.0,131.0,2.28028,13173,2196.0,595.0,4683.0,6,19538.0,595.0,13361,2227.0,606.0,4707.0,6,19528.0,606.0,0,,,0,,,35,20610.0,20133.0,69.6,43.63,,,4,アマゾンの履歴書スクリーニングシステムで判明したように、ただアルゴリズムを微調整して人種や性別などのパラメータを無視させるだけでは、適切な解決にはならない。,Sentence,1.0,131.0,4663.0,5640.0,1.0,11107.0,9933.0,5270.0
Recording1,son,Version1,TOI_Text2,1,文章36_2,,SV_Text_画面2,システムが代わりに別のパラメータに注意を向ける可能性があるからだ。,,Tag13,66885,460966,,3704,232.0,94.0,390.0,16,32010.0,265.0,"また、ディープラーニングシステムの公平性を評価・保持することはきわめて難しく、技術的にも高度な課題となる。,公","また、ディープラーニングシステムの公平性を評価・保持することはきわめて難しく、技術的にも高度な課題となる。,公",2.29033,3704,232.0,94.0,390.0,16,32010.0,265.0,2.29033,4226,1409.0,477.0,2229.0,3,32010.0,477.0,4386,1462.0,552.0,2254.0,3,31935.0,552.0,0,,,0,,,12,31935.0,32487.0,311.77,77.14,,,5,システムが代わりに別のパラメータに注意を向ける可能性があるからだ。,Sentence,1.0,265.0,440.0,2330.0,1.0,3704.0,3307.0,2867.0
Recording1,son,Version1,TOI_Text2,1,文章36_2,,SV_Text_画面2,たとえば、求職者のファーストネームが性別を示していたり、地区名や郵便番号が人種の記号になっているかもしれない。,,Tag14,66885,460966,,6714,258.0,98.0,456.0,26,36292.0,202.0,"また、ディープラーニングシステムの公平性を評価・保持することはきわめて難しく、技術的にも高度な課題となる。,公","また、ディープラーニングシステムの公平性を評価・保持することはきわめて難しく、技術的にも高度な課題となる。,公",2.32156,6262,250.0,98.0,456.0,25,36292.0,202.0,2.32149,7903,2634.0,198.0,4812.0,3,36292.0,4812.0,8032,2677.0,251.0,4871.0,3,36233.0,4871.0,0,,,0,,,21,36233.0,41104.0,424.48,355.8,,,6,たとえば、求職者のファーストネームが性別を示していたり、地区名や郵便番号が人種の記号になっているかもしれない。,Sentence,1.0,202.0,3897.0,3897.0,0.0,6714.0,3897.0,0.0
Recording1,son,Version1,TOI_Text2,1,文章36_2,,SV_Text_画面2,AIを公平にするアプローチとして、特に有望なのが「反実仮想」の活用だろう。,,Tag15,66885,460966,,10766,317.0,117.0,1020.0,34,41167.0,175.0,"また、ディープラーニングシステムの公平性を評価・保持することはきわめて難しく、技術的にも高度な課題となる。,公","また、ディープラーニングシステムの公平性を評価・保持することはきわめて難しく、技術的にも高度な課題となる。,公",2.32054,10766,317.0,117.0,1020.0,34,41167.0,175.0,2.32054,12307,3077.0,134.0,7756.0,4,41167.0,175.0,12487,3122.0,157.0,7776.0,4,41104.0,238.0,0,,,0,,,26,41104.0,41342.0,355.8,47.96,,,7,AIを公平にするアプローチとして、特に有望なのが「反実仮想」の活用だろう。,Sentence,1.0,175.0,6857.0,10766.0,1.0,10766.0,20595.0,13738.0
Recording1,son,Version1,TOI_Text3,1,文章36_3,,SV_Text_画面3,この手法では、人種、性別、性的指向などのデリケートな変数が異なる値に変更されたときに、システムが同じ結果を出すかどうかを検証する。,,Tag16,116752,527850,,10432,217.0,68.0,687.0,48,247.0,172.0,"のっぴきならない判断を下すためにAIが導入される場合、究極の目標となるのは、人間よりもバイアスが少なく、正確な判断を確実に下すことができる技術だ。,の","のっぴきならない判断を下すためにAIが導入される場合、究極の目標となるのは、人間よりもバイアスが少なく、正確な判断を確実に下すことができる技術だ。,の",2.32281,10432,217.0,68.0,687.0,48,247.0,172.0,2.32281,12589,1574.0,172.0,3262.0,8,247.0,172.0,12885,1611.0,222.0,3292.0,8,197.0,222.0,0,,,0,,,30,197.0,420.0,236.38,50.27,,,1,この手法では、人種、性別、性的指向などのデリケートな変数が異なる値に変更されたときに、システムが同じ結果を出すかどうかを検証する。,Sentence,1.0,0.0,0.0,0.0,,10432.0,0.0,0.0
Recording1,son,Version1,TOI_Text3,1,文章36_3,,SV_Text_画面3,とはいえ、これらの分野の研究はまだ始まったばかりで、本当に公平な機械学習システムを一貫して作り出せるような技術を開発するには、まだまだ多くの研究が必要だろう。,,Tag17,116752,527850,,10852,247.0,71.0,1144.0,44,4012.0,216.0,"のっぴきならない判断を下すためにAIが導入される場合、究極の目標となるのは、人間よりもバイアスが少なく、正確な判断を確実に下すことができる技術だ。,の","のっぴきならない判断を下すためにAIが導入される場合、究極の目標となるのは、人間よりもバイアスが少なく、正確な判断を確実に下すことができる技術だ。,の",2.34565,10852,247.0,71.0,1144.0,44,4012.0,216.0,2.34565,12817,1602.0,154.0,7382.0,8,4012.0,216.0,13052,1631.0,186.0,7402.0,8,3990.0,238.0,0,,,0,,,29,3990.0,4228.0,69.47,79.16,,,2,とはいえ、これらの分野の研究はまだ始まったばかりで、本当に公平な機械学習システムを一貫して作り出せるような技術を開発するには、まだまだ多くの研究が必要だろう。,Sentence,1.0,0.0,0.0,0.0,,10852.0,0.0,0.0
Recording1,son,Version1,TOI_Text3,1,文章36_3,,SV_Text_画面3,のっぴきならない判断を下すためにAIが導入される場合、究極の目標となるのは、人間よりもバイアスが少なく、正確な判断を確実に下すことができる技術だ。,,Tag18,116752,527850,,16285,319.0,98.0,2294.0,51,0.0,197.0,"のっぴきならない判断を下すためにAIが導入される場合、究極の目標となるのは、人間よりもバイアスが少なく、正確な判断を確実に下すことができる技術だ。,の","のっぴきならない判断を下すためにAIが導入される場合、究極の目標となるのは、人間よりもバイアスが少なく、正確な判断を確実に下すことができる技術だ。,の",2.31447,15811,323.0,98.0,2294.0,49,17154.0,202.0,2.31364,18623,1693.0,134.0,9751.0,11,0.0,197.0,18976,1725.0,163.0,9785.0,11,0.0,197.0,0,,,0,,,33,17120.0,197.0,101.98,236.38,,,3,のっぴきならない判断を下すためにAIが導入される場合、究極の目標となるのは、人間よりもバイアスが少なく、正確な判断を確実に下すことができる技術だ。,Sentence,1.0,197.0,197.0,8769.0,1.0,16285.0,22080.0,21882.0
Recording1,son,Version1,TOI_Text3,1,文章36_3,,SV_Text_画面3,アルゴリズムのバイアスを修正するのは難題だとしても、人間に対して同じことをするよりはだいたいにおいてずっと簡単だろう。,,Tag19,116752,527850,,7072,196.0,82.0,319.0,36,27089.0,140.0,"のっぴきならない判断を下すためにAIが導入される場合、究極の目標となるのは、人間よりもバイアスが少なく、正確な判断を確実に下すことができる技術だ。,の","のっぴきならない判断を下すためにAIが導入される場合、究極の目標となるのは、人間よりもバイアスが少なく、正確な判断を確実に下すことができる技術だ。,の",2.34697,7072,196.0,82.0,319.0,36,27089.0,140.0,2.34697,8749,1250.0,405.0,2957.0,7,27089.0,2957.0,8907,1272.0,421.0,2994.0,7,27051.0,2994.0,0,,,0,,,22,53440.0,30046.0,213.37,381.61,,,4,アルゴリズムのバイアスを修正するのは難題だとしても、人間に対して同じことをするよりはだいたいにおいてずっと簡単だろう。,Sentence,1.0,140.0,2105.0,2105.0,0.0,7072.0,2105.0,0.0
Recording1,son,Version1,TOI_Text3,1,文章36_3,,SV_Text_画面3,マッキンゼー・グローバル・インスティテュート会長のジェームズ・マニカは私にこう語った。,,Tag20,116752,527850,,5101,213.0,74.0,396.0,24,30108.0,162.0,"のっぴきならない判断を下すためにAIが導入される場合、究極の目標となるのは、人間よりもバイアスが少なく、正確な判断を確実に下すことができる技術だ。,の","のっぴきならない判断を下すためにAIが導入される場合、究極の目標となるのは、人間よりもバイアスが少なく、正確な判断を確実に下すことができる技術だ。,の",2.38264,5101,213.0,74.0,396.0,24,30108.0,162.0,2.38264,5790,965.0,103.0,2769.0,6,30108.0,1279.0,6082,1014.0,143.0,2828.0,6,30046.0,1342.0,0,,,0,,,17,30046.0,36588.0,381.61,71.76,,,5,マッキンゼー・グローバル・インスティテュート会長のジェームズ・マニカは私にこう語った。,Sentence,1.0,162.0,1146.0,1146.0,0.0,5101.0,1146.0,0.0
Recording1,son,Version1,TOI_Text3,1,文章36_3,,SV_Text_画面3,「一方で機械システムは、人間特有のバイアスや誤りを克服するのに役立ちますが、また一方で、それ自体がより大きな問題を引き起こす可能性もあるのです」。,,Tag21,116752,527850,,22197,247.0,91.0,523.0,90,31556.0,475.0,"のっぴきならない判断を下すためにAIが導入される場合、究極の目標となるのは、人間よりもバイアスが少なく、正確な判断を確実に下すことができる技術だ。,の","のっぴきならない判断を下すためにAIが導入される場合、究極の目標となるのは、人間よりもバイアスが少なく、正確な判断を確実に下すことができる技術だ。,の",2.31913,21982,247.0,91.0,523.0,89,31556.0,475.0,2.31892,25150,2794.0,168.0,6157.0,9,31556.0,1005.0,25441,2827.0,201.0,6187.0,9,31552.0,1008.0,0,,,0,,,76,36588.0,32561.0,71.76,90.57,,,6,「一方で機械システムは、人間特有のバイアスや誤りを克服するのに役立ちますが、また一方で、それ自体がより大きな問題を引き起こす可能性もあるのです」。,Sentence,1.0,475.0,955.0,3756.0,1.0,22197.0,4882.0,3927.0
Recording1,son,Version1,TOI_Text3,1,文章36_3,,SV_Text_画面3,そうした公平性の問題をなくすかできるかぎり減らすことは、人工知能という分野が抱える最大かつ喫緊の課題の一つだ。,,Tag22,116752,527850,,19264,264.0,70.0,1519.0,73,37425.0,182.0,"のっぴきならない判断を下すためにAIが導入される場合、究極の目標となるのは、人間よりもバイアスが少なく、正確な判断を確実に下すことができる技術だ。,の","のっぴきならない判断を下すためにAIが導入される場合、究極の目標となるのは、人間よりもバイアスが少なく、正確な判断を確実に下すことができる技術だ。,の",2.32393,19073,265.0,70.0,1519.0,72,37425.0,182.0,2.32441,22443,3741.0,403.0,6239.0,6,37425.0,5933.0,22712,3785.0,446.0,6327.0,6,37358.0,6000.0,0,,,0,,,60,37358.0,70325.0,536.64,339.92,,,7,そうした公平性の問題をなくすかできるかぎり減らすことは、人工知能という分野が抱える最大かつ喫緊の課題の一つだ。,Sentence,1.0,182.0,4941.0,19264.0,1.0,19264.0,60989.0,56048.0
Recording1,son,Version1,TOI_Text1,1,文章36_1,,SV_Text_画面1,機,,,74643,386322,,0,,,,0,,,"機械学習システムに不公平が生じるとき、最も一般的なのは訓練用データにバイアスがあるせいだが、それだけが原因ではない。,習","機械学習システムに不公平が生じるとき、最も一般的なのは訓練用データにバイアスがあるせいだが、それだけが原因ではない。,習",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,1.0,1.0,1,機,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章36_1,,SV_Text_画面1,械,,,74643,386322,,221,221.0,221.0,221.0,1,741.0,221.0,"機械学習システムに不公平が生じるとき、最も一般的なのは訓練用データにバイアスがあるせいだが、それだけが原因ではない。,習","機械学習システムに不公平が生じるとき、最も一般的なのは訓練用データにバイアスがあるせいだが、それだけが原因ではない。,習",2.49814,221,221.0,221.0,221.0,1,741.0,221.0,2.49814,221,221.0,221.0,221.0,1,741.0,221.0,262,262.0,262.0,262.0,1,700.0,262.0,0,,,0,,,0,700.0,962.0,126.9,51.6,2.0,1.0,1,械,Character,,0.0,0.0,0.0,,221.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章36_1,,SV_Text_画面1,学,,,74643,386322,,110,110.0,110.0,110.0,1,1268.0,110.0,"機械学習システムに不公平が生じるとき、最も一般的なのは訓練用データにバイアスがあるせいだが、それだけが原因ではない。,習","機械学習システムに不公平が生じるとき、最も一般的なのは訓練用データにバイアスがあるせいだが、それだけが原因ではない。,習",2.28692,110,110.0,110.0,110.0,1,1268.0,110.0,2.28692,110,110.0,110.0,110.0,1,1268.0,110.0,137,137.0,137.0,137.0,1,1240.0,137.0,0,,,0,,,0,1240.0,,72.9,,3.0,1.0,1,学,Character,,0.0,0.0,0.0,,110.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章36_1,,SV_Text_画面1,習,,,74643,386322,,17,17.0,17.0,17.0,1,74627.0,17.0,"機械学習システムに不公平が生じるとき、最も一般的なのは訓練用データにバイアスがあるせいだが、それだけが原因ではない。,習","機械学習システムに不公平が生じるとき、最も一般的なのは訓練用データにバイアスがあるせいだが、それだけが原因ではない。,習",2.37379,0,,,,0,,,,17,17.0,17.0,17.0,1,74627.0,17.0,83,83.0,83.0,83.0,1,74560.0,83.0,0,,,0,,,0,74560.0,,372.83,,4.0,1.0,1,習,Character,,0.0,0.0,0.0,,17.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章36_1,,SV_Text_画面1,シ,,,74643,386322,,0,,,,0,,,"機械学習システムに不公平が生じるとき、最も一般的なのは訓練用データにバイアスがあるせいだが、それだけが原因ではない。,習","機械学習システムに不公平が生じるとき、最も一般的なのは訓練用データにバイアスがあるせいだが、それだけが原因ではない。,習",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,5.0,1.0,1,シ,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章36_1,,SV_Text_画面1,ス,,,74643,386322,,0,,,,0,,,"機械学習システムに不公平が生じるとき、最も一般的なのは訓練用データにバイアスがあるせいだが、それだけが原因ではない。,習","機械学習システムに不公平が生じるとき、最も一般的なのは訓練用データにバイアスがあるせいだが、それだけが原因ではない。,習",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,6.0,1.0,1,ス,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章36_1,,SV_Text_画面1,テ,,,74643,386322,,0,,,,0,,,"機械学習システムに不公平が生じるとき、最も一般的なのは訓練用データにバイアスがあるせいだが、それだけが原因ではない。,習","機械学習システムに不公平が生じるとき、最も一般的なのは訓練用データにバイアスがあるせいだが、それだけが原因ではない。,習",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,7.0,1.0,1,テ,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
